IATA,City,Latitude,Longitude
ERF,Erfurt,50.979811,10.958106
ERH,Er-rachidia,31.9475,-4.398333
ERI,Erie,42.082022,-80.176217
ERM,Erechim,-27.6619,-52.2683
ERN,Eirunepe,-6.639444,-69.879722
ERS,Windhoek,-22.6122,17.0804
ERV,Kerrville,29.9766667,-99.0854722
ERY,Newberry,46.311199,-85.457298
ERZ,Erzurum,39.956501,41.170166
ESB,Ankara,40.128082,32.995083
ESC,Escanaba,45.722778,-87.093611
ESD,Eastsound,48.708056,-122.910556
ESE,Ensenada,31.795281,-116.602772
ESF,Alexandria,31.394903,-92.295772
ESH,Shoreham By Sea,50.835556,-0.297222
ESK,Eskisehir,39.784138,30.582111
ESL,Elista,46.3739,44.3309
ESM,Esmeraldas,0.978519,-79.6266
ESN,Easton,38.8041667,-76.069
ESR,El Salvador,-26.3111,-69.7652
ESS,Essen,51.402333,6.937333
ESU,Essadouira,31.3975,-9.681667
ESX,Essen,51.451389,7.0138
ETH,Elat,29.561281,34.960081
ETZ,Metz,48.982142,6.251319
EUA,Eua Island,-21.3783,-174.958
EUF,Eufala,31.5708,-85.0774
EUG,Eugene,44.124583,-123.211972
EUM,Neumuenster,54.079069,9.941719
EUN,El AaiÃºn,27.1517,-13.2192
EUX,Oranjestad,17.496492,-62.979439
EVE,Harstad/Narvik,68.4913,16.678108
EVG,Sveg,62.047811,14.42295
EVN,Yerevan,40.147275,44.395881
EVV,Evansville,38.036997,-87.532364
EVW,Evanston,41.1649,-111.0208
EWB,New Bedford,41.6761,-70.9569
EWD,Wadi-al-dawasir,20.504275,45.199556
EWK,Newton,38.0570785,-97.2752278
EWN,New Bern,35.072972,-77.042944
EWR,Newark,40.6925,-74.168667
EXI,Excursion Inlet,58.420556,-135.449167
EXM,Exmouth,-21.933,114.128
EXT,Exeter,50.734444,-3.413889
EYK,Beloyarsky,63.683056,66.683056
EYP,Yopal,5.319114,-72.383975
EYW,Key West,24.556111,-81.759556
EZE,Buenos Aires,-34.822222,-58.535833
EZS,Elazig,38.606925,39.291417
F57,Winterhaven,28.0575,-81.7628056
FAA,Faranah,10.035467,-10.769825
FAB,Farnborough,51.275833,-0.776333
FAE,Vagar,62.063628,-7.277219
FAF,Fort Eustis,37.1325,-76.608841
FAI,Fairbanks,64.815114,-147.856267
FAJ,Fajardo,18.308889,-65.661861
FAN,Farsund,58.099486,6.62605
FAO,Faro,37.014425,-7.965911
FAR,Fargo,46.92065,-96.8157639
FAT,Fresno,36.776194,-119.71814
FAV,Fakarava,-16.05415,-145.656994
FAY,Fayetteville,34.9912,-78.8803
FBA,Fonte Boa,-2.5325,-66.083333
FBD,Faizabad,37.1211,70.5181
FBE,Francisco Beltrao,-26.059167,-53.063333
FBG,Fredericksburg,38.298416,-77.456875
FBK,Fort Wainwright,64.8375,-147.614444
FBM,Lubumashi,-11.591333,27.530889
FBR,Fort Bridger,41.236,-110.2436
FBS,Friday Harbor,48.537222,-123.009722
FBU,Oslo,59.883333,10.616667
FCA,Kalispell,48.310472,-114.256
FCM,Eden Prairie,44.4938,-93.2726
FCO,Rome,41.804475,12.250797
FCS,Fort Carson,38.678394,-104.756581
FDE,Forde,61.392,5.763
FDF,Fort-de-france,14.591033,-61.003175
FDH,Friedrichshafen,47.671317,9.511486
FDU,Bandoundu,-3.311319,17.381683
FDW,Winnsboro,34.315472,-81.108806
FDY,Findley,41.0120278,-83.6686111
FEG,Fergana,40.3588,71.745
FEL,Fuerstenfeldbruck,48.205667,11.267
FEN,Fernando Do Noronha,-3.854928,-32.423336
FEZ,Fes,33.927261,-4.977958
FFA,Kill Devil Hills,36.02,-75.67
FFC,Atlanta,33.35725,-84.5718333
FFD,Fairford,51.682167,-1.790028
FFO,Dayton,39.826111,-84.048332
FFT,Frankfort,38.1819722,-84.9061389
FFZ,Mesa,33.46080017,-111.7279968
FGI,Apia,-13.84861111,-171.7408333
FGL,Fox Glacier,-43.4,170.033
FHU,Fort Huachuca,31.588472,-110.344389
FIE,Fair Isle,59.5358,-1.62806
FIG,Fira,10.350556,-13.569167
FIH,Kinshasa,-4.38575,15.444569
FIT,Fitchburg,42.5541111,-71.7589722
FIZ,Fitzroy Crossing,-18.178,125.591
FJR,Fujeirah,25.112225,56.323964
FKB,Karlsruhe/Baden-Baden,48.7793,8.08048
FKI,Kisangani,0.5175,25.155014
FKL,Franklin,41.377874,-79.860362
FKQ,Fak Fak,-2.920192,132.267031
FKS,Fukushima,37.2274,140.431
FLA,Florencia,1.589189,-75.564372
FLD,Fond du Lac,43.7711667,-88.4884167
FLF,Flensburg,54.771772,9.378214
FLG,Flagstaff,35.140318,-111.6692392
FLL,Fort Lauderdale,26.072583,-80.15275
FLN,Florianopolis,-27.670489,-48.547181
FLO,Florence,34.185361,-79.723889
FLR,Florence,43.809953,11.2051
FLS,Flinders Island,-40.0917,147.993
FLV,Fort Leavenworth,39.368332,-94.914686
FLW,Flores,39.455272,-31.131361
FMA,Formosa,-26.212722,-58.228111
FME,Fort Meade,39.085386,-76.759414
FMH,Falmouth,41.658439,-70.521417
FMI,Kalemie,-5.875556,29.25
FMM,Memmingen,47.988758,10.2395
FMN,Farmington,36.74125,-108.229944
FMO,Munster,52.134642,7.684831
FMY,Fort Myers,26.586611,-81.86325
FNA,Freetown,8.616444,-13.195489
FNC,Funchal,32.697889,-16.774453
FNE,Fane,-8.55,147.083
FNI,Nimes,43.757444,4.416347
FNJ,Pyongyang,39.224061,125.67015
FNL,Fort Collins,40.451828,-105.011336
FNR,Funter Bay,58.254444,-134.897778
FNT,Flint,42.965424,-83.743629
FNU,Oristano,39.895,8.6383
FOA,Foula,60.121,-2.052
FOC,Fuzhou,25.935064,119.663272
FOD,Fort Dodge,42.5512,-94.191842
FOE,Topeka,38.950944,-95.663611
FOG,Foggia,41.432917,15.535028
FOK,West Hampton Beach,40.843656,-72.631789
FOM,Foumban,5.636919,10.750817
FON,La Fortuna/San Carlos,10.478,-84.6345
FOR,Fortaleza,-3.776283,-38.532556
FPO,Freeport,26.558686,-78.695553
FRA,Frankfurt,50.026421,8.543125
FRC,Franca,-20.538611,-47.400833
FRD,Friday Harbor,48.521944,-123.024444
FRE,Fera Island,-8.1075,159.577
FRI,Fort Riley,39.055275,-96.764453
FRJ,Frejus,43.416667,6.733333
FRL,Forli,44.194753,12.070094
FRN,Fort Richardson,61.266381,-149.653119
FRO,Floro,61.583611,5.024722
FRP,Fort Pierce,27.497472,-80.372638
FRS,Flores,16.913819,-89.866383
FRU,Bishkek,43.061306,74.477556
FRW,Francistown,-21.159597,27.474525
FSC,Figari,41.500557,9.097777
FSD,Sioux Falls,43.582014,-96.741914
FSI,Fort Sill,34.649833,-98.402167
FSM,Fort Smith,35.336583,-94.367444
FSP,St.-pierre,46.762904,-56.173088
FST,Fort Stockton,30.915667,-102.916139
FSZ,Shizuoka,34.796111,138.189444
FTA,Futuna Island,-19.5164,170.232
FTE,El Calafate,-50.280322,-72.053103
FTI,Fiti\\'uta,-14.216111,-169.423611
FTK,Fort Knox,37.907058,-85.972106
FTU,Tolagnaro,-25.038056,46.956111
FTW,Fort Worth,32.819778,-97.362444
FTX,Owando,-0.53135,15.950094
FTY,Atlanta,33.7791,-84.5214
FUE,Fuerteventura,28.452717,-13.863761
FUG,Fuyang,32.9,115.816667
FUJ,Fukue,32.666269,128.832808
FUK,Fukuoka,33.585942,130.450686
FUL,Fullerton,33.521925,-117.584722
FUN,Funafuti,-8.525,179.196389
FUO,Foshan,23.133333,113.28333
FUS,Fussen,47.585,10.6866
FUT,Futuna Island,-14.3114,-178.066
FUX,Fussen,47.585,10.6866
FWA,Fort Wayne,40.978472,-85.195139
FWM,Fort William,56.816666,-5.116667
FXE,Fort Lauderdale,26.197281,-80.170706
FXO,Cuamba,-14.8175,36.528333
FYT,Faya-largeau,17.917053,19.111078
FYU,Fort Yukon,66.571492,-145.250417
FYV,Fayetteville,36.005094,-94.170059
FZG,Fitzgerald,31.6839046,-83.2709036
FZI,Fostoria,41.1908333,-83.3930833
FZO,Bristol,51.519444,-2.590833
GAD,Gadsden,33.9726489,-86.0890834
GAE,Gabes,33.876919,10.103333
GAF,Gafsa,34.422022,8.822503
GAH,Gayndah,-25.61528,151.62083
GAI,Gaithersburg,39.1006,-77.09576
GAJ,Yamagata,38.411894,140.371331
GAL,Galena,64.736178,-156.937417
GAM,Gambell,63.7668,-171.733
GAN,Gan Island,-0.693342,73.1556
GAO,Guantanamo,20.085419,-75.158328
GAQ,Gao,16.248433,-0.005456
GAS,Garissa,-0.468611,39.649444
GAU,Guwahati,26.106092,91.585939
GAX,Gamba,-2.71016,9.96062
GAY,Gaya,24.744308,84.951175
GBB,Qabala,40.826667,47.7125
GBE,Gaberone,-24.555225,25.918208
GBJ,Grand Bourg,15.86875,-61.270022
GBK,Gbangbatok,7.767,-12.383
GBN,Great Bend,38.344167,-98.859167
GBT,Gorgan,36.909381,54.401339
GBZ,Claris,-36.1429,175.2819
GCC,Gillette,44.3489167,-105.5393611
GCI,Guernsey,49.434956,-2.601969
GCJ,Johannesburg,-25.986267,28.140061
GCK,Garden City,37.927528,-100.724417
GCM,Georgetown,19.292778,-81.35775
GCN,Grand Canyon,35.9523611,-112.1469722
GCW,Grand Canyon West,35.5925,-113.4859
GDA,Gounda,9.272222,21.197222
GDE,Gode,5.935128,43.578567
GDL,Guadalajara,20.5218,-103.311167
GDN,Gdansk,54.377569,18.466222
GDQ,Gondar,12.5199,37.434047
GDT,Cockburn Town,21.4445,-71.1423
GDV,Glendive,47.138611,-104.807222
GDW,Gladwin,43.9705893,-84.47502
GDX,Magadan,59.910989,150.720439
GDZ,Gelendzik,44.56666667,38.01666667
GEA,Noumea,-22.258278,166.472806
GED,Georgetown,38.689194,-75.358889
GEG,Spokane,47.619861,-117.533833
GEL,Santo Angelo,-28.281683,-54.169139
GEN,Oslo,60.1939,11.1004
GEO,Georgetown,6.498553,-58.254119
GER,Nueva Gerona,21.834689,-82.783819
GES,General Santos City,6.106439,125.2353
GET,Geraldton,-28.7961,114.707
GEU,Glendale,33.5269167,-112.2951389
GEV,Gallivare,67.132408,20.814636
GEX,Geelong,-38.225,144.333
GFF,Griffith,-34.2508,146.067
GFK,Grand Forks,47.949256,-97.176111
GFL,Queensbury,43.341222,-73.610305
GFN,Grafton,-29.7594,153.03
GFR,Granville,48.883057,-1.564167
GFY,Grootfontein,-19.602167,18.122667
GGE,Georgetown,33.3114018,-79.3203139
GGG,Longview,32.384014,-94.711486
GGR,Garowe,8.24,48.29
GGS,Gobernador Gregores,-48.7831,-70.15
GGT,Great Exuma,23.562631,-75.877958
GGW,Glasgow,48.2125,-106.615
GHA,Ghardaia,32.384106,3.794114
GHB,Governor's Harbor,25.284706,-76.331011
GHE,Garachine,8.06,-78.36
GHF,Giebelstadt,49.648131,9.966494
GHG,Marshfield,42.09825,-70.6721389
GHT,Ghat,25.145564,10.142647
GHU,Gualeguaychu,-33.010278,-58.613056
GIB,Gibraltar,36.151219,-5.349664
GIC,Boigu,-9.23278,142.218
GIF,Winter Haven,28.062778,-81.753333
GIG,Rio De Janeiro,-22.808903,-43.243647
GIL,Gilgit,35.918786,74.333644
GIS,Gisborne,-38.663333,177.978333
GIU,Sigiriya,7.57212,80.43412
GIZ,Gizan,16.901111,42.585833
GJA,Guanaja,16.445367,-85.906611
GJL,Jijel,36.795136,5.873608
GJR,Gjogur,65.995278,-21.326944
GJT,Grand Junction,39.122413,-108.526735
GKA,Goroka,-6.081689,145.391881
GKE,Geilenkirchen,50.960817,6.042422
GKK,Kooddoo,0.7308,73.433
GKL,Great Keppel Island,-23.186,150.943
GKN,Gulkana,62.154888,-145.456639
GKY,Arlington,32.6638611,-97.0942778
GLA,Glasgow,55.871944,-4.433056
GLD,Goodland,39.370621,-101.698992
GLF,Golfito,8.653775,-83.180544
GLH,Greenville,33.4829,-90.9856
GLI,Glen Innes,-29.675,151.69
GLJ,GarzÃ_n,2.17,-75.67
GLK,Galcaio,6.78083,47.4547
GLO,Golouchestershire,51.894167,-2.167222
GLQ,Glasgow,55.8622,-4.2512
GLS,Galveston,29.265322,-94.860406
GLT,Gladstone,-23.8697,151.223
GLV,Golovin,64.550556,-163.007222
GMA,Gemena,3.235369,19.771258
GMB,Gambella,8.128764,34.563131
GME,Gomel,52.527022,31.016692
GMI,Gasmata Island,-6.27111,150.331
GML,Kiev,50.603611,30.191944
GMP,Seoul,37.558311,126.790586
GMR,Totegegie,-23.079861,-134.890333
GMZ,La Gomera,28.0296,-17.2146
GNA,Hrodna,53.602,24.0538
GNB,Grenoble,45.362944,5.329375
GND,Point Salines,12.004247,-61.786192
GNI,Green Island,22.673853,121.466481
GNM,Guanambi,-14.216667,-42.783333
GNS,Gunung Sitoli,1.166381,97.704681
GNT,Grants,35.167286,-107.901989
GNU,Goodnews Bay,59.1175,-161.5775
GNV,Gainesville,29.690056,-82.271778
GNY,Sanliurfa,37.45,38.9
GNZ,Ghanzi,-21.6925,21.6581
GOA,Genoa,44.413333,8.8375
GOB,Goba,6.733333,44.266667
GOH,Godthaab,64.190922,-51.678064
GOI,Goa,15.380833,73.831422
GOJ,Nizhniy Novgorod,56.230119,43.784042
GOM,Goma,-1.670814,29.238464
GON,Groton CT,41.330056,-72.045139
GOP,Gorakhpur,26.739708,83.449708
GOQ,Golmud,34.633,98.867
GOR,Gore,8.167,35.55
GOT,Gothenborg,57.662836,12.279819
GOU,Garoua,9.335892,13.370103
GOV,Gove,-12.2694,136.818
GOY,Galoya,7.337081,81.625881
GOZ,Gorna Orechovica,43.151444,25.712889
GPA,Patras,38.151111,21.425556
GPB,Guarapuava,-25.383333,-51.45
GPI,Guapi,2.570133,-77.8986
GPS,Galapagos,-0.453758,-90.265914
GPT,Gulfport,30.407278,-89.070111
GPZ,Grand Rapids MN,47.211111,-93.509722
GQQ,Galion,40.7533889,-82.7238056
GRB,Green Bay,44.485072,-88.129589
GRF,Fort Lewis,47.079217,-122.580783
GRI,Grand Island,40.9675,-98.3096
GRJ,George,-34.005553,22.378889
GRK,Killeen,31.06725,-97.828917
GRM,Grand Marais,47.8383333,-90.3829444
GRO,Gerona,41.900969,2.760547
GRP,Gurupi,-11.728889,-49.068889
GRQ,Groningen,53.11972,6.579444
GRR,Grand Rapids,42.880833,-85.522806
GRS,Grosseto,42.759747,11.071897
GRU,Sao Paulo,-23.432075,-46.469511
GRV,Grozny,43.2981,45.7841
GRW,Graciosa Island,39.092169,-28.029847
GRX,Granada,37.188731,-3.777356
GRY,GrÃ_msey,66.5547,-18.0175
GRZ,Graz,46.991067,15.439628
GSB,Goldsboro,35.339383,-77.960589
GSE,Gothenborg,57.774722,11.870372
GSM,Gheshm,26.9487,56.2688
GSO,Greensboro,36.09775,-79.937306
GSP,Greenville,34.895556,-82.218889
GSQ,Sharq Al-Owainat,22.5806,28.7207
GSS,Sabi Sabi,-24.9415,31.4446
GST,Gustavus,58.4253,-135.707
GTA,Gatokae,-8.75,158.2
GTB,Fort Drum,44.055619,-75.719458
GTE,Groote Eylandt,-13.975,136.46
GTF,Great Falls,47.482,-111.370689
GTI,Ruegen,54.383333,13.325278
GTN,Mount Cook,-43.764999,170.133333
GTO,Gorontalo,0.637119,122.849858
GTR,Columbus Mississippi,33.450333,-88.591361
GTU,Georgetown,30.678809,-97.6793837
GUA,Guatemala City,14.583272,-90.527475
GUB,Guerrero Negro,28.0261,-114.024
GUC,Gunnison,38.533889,-106.933056
GUI,Guiria,10.574078,-62.312667
GUL,Goulburn,-34.8103,149.726
GUM,Agana,13.48345,144.795983
GUP,Gallup,35.511058,-108.789308
GUQ,Guanare,9.026944,-69.75515
GUR,Gurney,-10.3115,150.334
GUS,Peru,40.648094,-86.152119
GUT,Guetersloh,51.922833,8.306333
GUW,Atyrau,47.121944,51.821389
GVA,Geneva,46.238064,6.10895
GVL,Gainesville,34.272627,-83.8302233
GVQ,Batavia,43.03175,-78.1696667
GVR,Governador Valadares,-18.8952,-41.9822
GVT,Greenvile,33.067839,-96.065333
GVX,Gavle,60.593333,16.951389
GWD,Gwadar,25.233308,62.329494
GWE,Gwert,-19.436394,29.861911
GWL,Gwalior,26.293336,78.227753
GWO,Greenwood,33.494328,-90.084706
GWT,Westerland,54.91325,8.340472
GWW,Berlin,52.475,13.139
GWY,Galway,53.300175,-8.941592
GXF,Sayun Intl,15.966111,48.7883
GXG,Negage,-7.754506,15.287728
GXH,Xiahe city,34.4909,102.3719
GXQ,Coyhaique,-45.594211,-72.106133
GYA,GuayaramerÃ_n,-10.8206,-65.3456
GYD,Baku,40.4675,50.046667
GYE,Guayaquil,-2.157419,-79.883558
GYI,Gisenyi,-1.677203,29.258875
GYL,Argyle,-16.6369,128.451
GYM,Guaymas,27.968983,-110.925169
GYN,Goiania,-16.632033,-49.220686
GYS,Guangyuan,32.3911,105.702
GYU,Guyuan,36.078611,106.216667
GYY,Gary,41.6163,-87.4128
GZA,Gaza,31.246389,34.276111
GZM,Gozo,36.027222,14.272778
GZO,Gizo,-8.09778,156.864
GZP,Alanya,36.2993,32.3014
GZS,Guangzhou,22.990081,113.270631
GZT,Gaziantep,36.947183,37.478683
HAA,Hasvik,70.486675,22.139744
HAC,Hachijojima,33.115,139.785833
HAD,Halmstad,56.691128,12.820211
HAE,Haeju,38.00543,125.77863
HAH,Moroni,-11.533661,43.27185
HAJ,Hannover,52.461056,9.685078
HAK,Haikou,19.934856,110.458961
HAM,Hamburg,53.630389,9.988228
HAN,Hanoi,21.221192,105.807178
HAQ,Haa Dhaalu Atoll,6.74423,73.1705
HAS,Hail,27.437917,41.686292
HAU,Haugesund,59.345267,5.208364
HAV,Havana,22.989153,-82.409086
HBA,Hobart,-42.836111,147.510278
HBE,Alexandria,30.917669,29.696408
HBG,Hattiesburg,31.2649444,-89.2528889
HBR,Hobart,34.991308,-99.051353
HBT,King Khalid Mil.city,27.900917,45.528194
HBX,Hubli,15.3617,75.0849
HCC,Hudson NY,42.2913,-73.7103
HCN,Hengchun,22.041075,120.730208
HCQ,Halls Creek,-18.233889,127.669722
HCR,Holy Cross,62.1883,-159.775
HDB,Heidelberg,49.393333,8.6525
HDD,Hyderabad,25.3181,68.3661
HDF,Heringsdorf,53.878706,14.152347
HDG,Handan,36.524,114.43
HDH,Dillingham,21.579475,-158.197281
HDI,Cleveland,35.2199994,-84.832369
HDM,Hamadan,34.869167,48.5525
HDN,Hayden,40.481181,-107.21766
HDO,Hondo,29.3591,-99.1775
HDS,Hoedspruit,-24.368642,31.048744
HDY,Hat Yai,6.933206,100.392975
HEA,Herat,34.210017,62.2283
HEH,Heho,20.747036,96.792044
HEI,BÃ_sum,54.1533,8.90167
HEK,Heihe,50.25,127.3
HEL,Helsinki,60.317222,24.963333
HEM,Helsinki,60.254558,25.042828
HEN,Helsinki,60.1478,24.9244
HER,Heraklion,35.339719,25.180297
HET,Hohhot,40.851422,111.824103
HEW,Athens,37.8933,23.7261
HEX,Santo Domingo,18.475,-69.975
HFA,Haifa,32.809444,35.043056
HFD,Hartford,41.736722,-72.649444
HFE,Hefei,31.780019,117.298436
HFN,Hofn,64.295556,-15.227222
HFS,Hagfors,60.020064,13.578908
HFT,Hammerfest,70.679722,23.668889
HGA,Hargeisa,9.518167,44.088758
HGD,Hughenden,-20.815,144.225
HGH,Hangzhou,30.229503,120.434453
HGL,Helgoland,54.1853,7.91583
HGN,Mae Hong Son,19.301667,97.975
HGO,Korhogo,9.387183,-5.556664
HGR,Hagerstown,39.7079,-77.7295
HGS,Freetown,8.39713,-13.1291
HGU,Mount Hagen,-5.826789,144.295861
HHA,Changsha,28.189158,113.219633
HHH,Hilton Head,32.216,-80.752
HHI,Wahiawa,21.4835,-158.039667
HHN,Hahn,49.948672,7.263892
HHQ,Prachuap Khiri Khan,12.636225,99.951533
HHR,Hawthorne,33.922839,-118.335186
HIA,Huai An,33.7772,119.1478
HIB,Hibbing,47.3866,-92.838994
HID,Horn Island,-10.5864,142.29
HIF,Ogden,41.123939,-111.973039
HII,Lake Havasu City,34.5711111,-114.3582778
HIJ,Hiroshima,34.436111,132.919444
HIL,Shilavo,6.08333,44.7667
HIN,Sacheon,35.088543,128.07037
HIO,Hillsboro,45.540394,-122.949825
HIR,Honiara,-9.428,160.054789
HIS,Hayman Island,-20.066668,148.86667
HIW,Hiroshima,34.367,132.408
HJJ,Zhijiang,27.441389,109.699722
HJR,Khajuraho,24.817197,79.918597
HKB,Healy,63.8675,-148.968889
HKD,Hakodate,41.77,140.821944
HKG,Hong Kong,22.308919,113.914603
HKK,Hokitika,-42.713611,170.985278
HKN,Hoskins,-5.46217,150.405
HKT,Phuket,8.1132,98.316872
HKV,Haskovo,41.976375,25.589817
HKY,Hickory,35.741147,-81.38955
HLA,Johannesburg,-25.938514,27.926133
HLD,Hailar,49.204997,119.825
HLF,Hultsfred,57.525833,15.823333
HLG,Wheeling,40.175,-80.6463
HLH,Ulanhot,46.083,122.017
HLJ,Barysiai,56.070556,23.558056
HLN,Helena,46.606806,-111.98275
HLP,Jakarta,-6.26661,106.891
HLR,Fort Hood,31.138731,-97.714469
HLT,Hamilton,-37.648889,142.065278
HLY,Angelsey,53.248097,-4.535339
HLZ,Hamilton,-37.866661,175.332056
HMA,Khanty-Mansiysk,61.028479,69.086067
HMB,Sohag,26.341189,31.742983
HME,Hassi Messaoud,31.672972,6.140444
HMI,Hami,42.8414,93.6692
HMJ,Khmeinitskiy,49.366,26.933
HMN,Alamogordo,32.852519,-106.106525
HMO,Hermosillo,29.095858,-111.047858
HMR,Hamar,60.8181,11.068
HMV,Hemavan,65.806111,15.082778
HNA,Hanamaki,39.428611,141.135278
HND,Tokyo,35.552258,139.779694
HNH,Hoonah,58.096111,-135.409722
HNL,Honolulu,21.318681,-157.922428
HNM,Hana,20.795636,-156.014439
HNS,Haines,59.2438,-135.524
HOA,Hola,-1.52,40.00389
HOB,Hobbs,32.687528,-103.217028
HOD,Hodeidah,14.753,42.976336
HOF,Al-ahsa,25.285306,49.485189
HOG,Holguin,20.785589,-76.315108
HOI,Hao Island,-18.074814,-140.945886
HOJ,Hohenems,47.385,9.7
HOK,Hooker Creek,-18.3367,130.638
HOM,Homer,59.645556,-151.476583
HON,Huron,44.3852,-98.228542
HOP,Hopkinsville,36.668567,-87.496183
HOQ,Hof,50.288836,11.854919
HOR,Horta,38.519894,-28.715872
HOT,Hot Springs,34.478,-93.0962
HOU,Houston,29.645419,-95.278889
HOV,Orsta-Volda,62.18,6.0742
HOW,Howard,8.914794,-79.599633
HPA,Lifuka,-19.777,-174.341
HPB,Hooper Bay,61.5239,-166.147
HPH,Haiphong,20.819386,106.724989
HPN,White Plains,41.066959,-73.707575
HQM,Hoquiam,46.9711944,-123.9365556
HQU,Thomson,33.5297315,-82.5169509
HRB,Harbin,45.623403,126.250328
HRE,Harare,-17.931806,31.092847
HRG,Hurghada,27.178317,33.799436
HRI,Mattala,6.284467,81.124128
HRJ,Chaurjhari,28,83.833
HRK,Kharkov,49.924786,36.289986
HRL,Harlingen,26.2285,-97.654389
HRM,Tilrempt,32.930431,3.311542
HRN,Heron Island,-23.441667,151.911389
HRO,Harrison,36.261519,-93.154728
HRT,Mary Esther,30.427803,-86.689278
HSG,Saga,33.1497,130.302
HSH,Henderson,35.972778,-115.134444
HSK,Huesca,42.080833,-0.323333
HSL,Huslia,65.697778,-156.351389
HSN,Zhoushan,29.9342,122.362
HST,Homestead,25.48855,-80.383567
HSV,Huntsville,34.6371944,-86.7750556
HTA,Chita,52.026317,113.305556
HTF,Hatfield,51.765,-0.24833
HTG,Khatanga,71.978058,102.490514
HTI,Hamilton Island,-20.3581,148.952
HTL,Houghton Lake,44.359806,-84.671112
HTN,Hotan,37.038522,79.864933
HTS,Huntington,38.3667,-82.558
HTY,Hatay,36.362778,36.282222
HUA,Redstone,34.678653,-86.684781
HUE,Humera,14.3,36.616667
HUF,Terre Haute,39.451464,-87.307561
HUH,Huahine Island,-16.687242,-151.021667
HUI,Hue,16.401499,107.702614
HUL,Houlton,46.123083,-67.792056
HUN,Hualien,24.023725,121.616906
HUS,Hughes,66.039167,-154.264722
HUT,Hutchinson,38.0655,-97.8606
HUU,HuÃ¡nuco,-9.878811,-76.204797
HUV,Hudiksvall,61.768092,17.080719
HUW,Humaita,-7.532222,-63.072222
HUX,Huatulco,15.775317,-96.262572
HUY,Humberside,53.574444,-0.350833
HUZ,Huizhou,23.083332,114.36667
HVA,Analalava,-14.629694,47.763783
HVB,Hervey Bay,-25.318889,152.880278
HVD,Khovd,47.9541,91.6282
HVG,Honningsvag,70.99,25.83
HVN,New Haven,41.26375,-72.886806
HVR,Havre,48.542983,-109.762342
HWD,Hayward,37.65888889,-122.1216667
HWO,Hollywood,26.001222,-80.240722
HXD,Hilton Head Island,32.2243611,-80.6974722
HYA,Barnstable,41.669336,-70.280356
HYD,Hyderabad,17.453117,78.467586
HYG,Hydaburg,55.206389,-132.828333
HYL,Hollis,55.481667,-132.646111
HYN,Huangyan,28.5622,121.429
HYS,Hays,38.8422,-99.2732
HYV,Hyvinkaa,60.654444,24.881111
HZG,Hanzhong,33.0636,107.008
HZH,Liping,26.206,109.039
HZK,Husavik,65.952328,-17.425978
HZL,Hazleton,40.989167,-76.0025
IAA,Igarka,67.4372,86.6219
IAB,Wichita,37.621853,-97.268192
IAD,Washington,38.944533,-77.455811
IAG,Niagara Falls,43.107333,-78.946194
IAH,Houston,29.984433,-95.341442
IAM,Zarzaitine,28.05155,9.642911
IAN,Kiana,66.975833,-160.436667
IAR,Yaroslavl,57.56066668,40.15736945
IAS,Iasi,47.178492,27.620631
IBA,Ibadan,7.362458,3.978333
IBE,Ibague,4.421608,-75.1333
IBL,Indigo Bay Lodge,-21.707222,35.452222
IBR,Ibaraki,36.181083,140.415444
IBZ,Ibiza,38.872858,1.373117
ICI,Cicia,-17.7433,-179.342
ICK,Nieuw Nickerie,5.955556,-57.039444
ICN,Seoul,37.469075,126.450517
ICT,Wichita,37.649944,-97.433056
ICY,Icy Bay,59.968889,-141.661667
IDA,Idaho Falls,43.514556,-112.07075
IDL,New York,40.639751,-73.778924
IDR,Indore,22.721786,75.801086
IDY,Ã_le d'Yeu,46.718611,-2.391111
IEG,Zielona Gora,52.138517,15.798556
IEO,Aioun El Atrouss,16.711294,-9.637883
IEV,Kiev,50.401694,30.449697
IFJ,Isafjordur,66.058056,-23.135278
IFL,Innisfail,-17.55908,146.01123
IFN,Isfahan,32.750836,51.861267
IFO,Ivano-Frankivsk,48.884167,24.686111
IFP,Bullhead,35.1574,-114.56
IGA,Matthew Town,20.975,-73.666862
IGB,Ingeniero Jacobacci,-41.3,-69.5833
IGD,Igdir,39.983056,43.866389
IGG,Igiugig,59.324,-155.902
IGL,Izmir,38.513022,27.010053
IGM,Kingman,35.2595,-113.938
IGQ,Lansing,41.5349167,-87.5295278
IGR,Iguazu Falls,-25.737281,-54.473444
IGS,Ingolstadt,48.7777,11.422
IGU,Foz Do Iguacu,-25.59615,-54.487206
IHU,Ihu,-7.89756,145.396
IIA,Inishmaan,53.091944,-9.57
IIL,Ilam,33.586606,46.404842
IIS,Nissan Island,-4.49972,154.226
IJD,Willimantic,41.7440278,-72.1802222
IJK,Izhevsk,56.8281,53.4575
IKA,Tehran,35.416111,51.152222
IKI,Iki,33.749027,129.785417
IKK,Kankakee,41.071389,-87.846278
IKO,Nikolski,52.941667,-168.848889
IKR,Kirtland A.f.b.,35.040222,-106.609194
IKS,Tiksi,71.6977,128.903
IKT,Irkutsk,52.268028,104.388975
IKV,Ankeny,41.691389,-93.566389
ILD,Lleida,41.727778,0.535833
ILF,Ilford,56.0614,-95.6139
ILG,Wilmington,39.678722,-75.606528
ILI,Iliamna,59.754356,-154.910961
